Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine,raw_text,preprocessed_segments,preprocessed_segments_norm,length
5995,Henry VI Part 1,28,5.4.99,OF WINCHESTER,Have earnestly implored a general peace,Have earnestly implored a general peace,earnestli,earnestli,9
5995,Henry VI Part 1,28,5.4.99,OF WINCHESTER,Have earnestly implored a general peace,Have earnestly implored a general peace,implor,implor,6
5996,Henry VI Part 1,28,5.4.100,OF WINCHESTER,"Betwixt our nation and the aspiring French,","Betwixt our nation and the aspiring French,",aspir,aspir,5
5999,Henry VI Part 1,29,5.4.103,YORK,Is all our travail turn'd to this effect?,Is all our travail turn'd to this effect?,travail,travail,7
6002,Henry VI Part 1,29,5.4.106,YORK,That in this quarrel have been overthrown,That in this quarrel have been overthrown,overthrown,overthrown,10
6011,Henry VI Part 1,30,5.4.115,WARWICK,It shall be with such strict and severe covenants,It shall be with such strict and severe covenants,coven,coven,5
6018,Henry VI Part 1,32,5.4.121,YORK,"Speak, Winchester, for boiling choler chokes","Speak, Winchester, for boiling choler chokes",boil,boil,4
6024,Henry VI Part 1,33,5.4.127,OF WINCHESTER,"Of mere compassion and of lenity,","Of mere compassion and of lenity,",leniti,leniti,6
6027,Henry VI Part 1,33,5.4.130,OF WINCHESTER,You shall become true liegemen to his crown:,You shall become true liegemen to his crown:,liegemen,liegemen,8
6029,Henry VI Part 1,33,5.4.132,OF WINCHESTER,"To pay him tribute, submit thyself,","To pay him tribute, submit thyself,",tribut,tribut,6
6030,Henry VI Part 1,33,5.4.133,OF WINCHESTER,"Thou shalt be placed as viceroy under him,","Thou shalt be placed as viceroy under him,",viceroy,viceroy,7
6031,Henry VI Part 1,33,5.4.134,OF WINCHESTER,And still enjoy thy regal dignity.,And still enjoy thy regal dignity.,regal,regal,5
6033,Henry VI Part 1,34,5.4.136,ALENCON,"Adorn his temples with a coronet,","Adorn his temples with a coronet,",adorn,adorn,5
6035,Henry VI Part 1,34,5.4.138,ALENCON,Retain but privilege of a private man?,Retain but privilege of a private man?,retain,retain,6
6036,Henry VI Part 1,34,5.4.139,ALENCON,This proffer is absurd and reasonless.,This proffer is absurd and reasonless.,absurd,absurd,6
6036,Henry VI Part 1,34,5.4.139,ALENCON,This proffer is absurd and reasonless.,This proffer is absurd and reasonless.,reasonless,reasonless,10
6038,Henry VI Part 1,35,5.4.141,CHARLES,"With more than half the Gallian territories,","With more than half the Gallian territories,",gallian,gallian,7
6040,Henry VI Part 1,35,5.4.143,CHARLES,"Shall I, for lucre of the rest unvanquish'd,","Shall I, for lucre of the rest unvanquish'd,",lucr,lucr,4
6040,Henry VI Part 1,35,5.4.143,CHARLES,"Shall I, for lucre of the rest unvanquish'd,","Shall I, for lucre of the rest unvanquish'd,",unvanquish,unvanquish,10
6041,Henry VI Part 1,35,5.4.144,CHARLES,"Detract so much from that prerogative,","Detract so much from that prerogative,",prerog,prerog,6
6047,Henry VI Part 1,36,5.4.150,YORK,"Used intercession to obtain a league,","Used intercession to obtain a league,",intercess,intercess,9
6048,Henry VI Part 1,36,5.4.151,YORK,"And, now the matter grows to compromise,","And, now the matter grows to compromise,",compromis,compromis,9
6053,Henry VI Part 1,36,5.4.156,YORK,Or we will plague thee with incessant wars.,Or we will plague thee with incessant wars.,incess,incess,6
6054,Henry VI Part 1,37,5.4.157,REIGNIER,"My lord, you do not well in obstinacy","My lord, you do not well in obstinacy",obstinaci,obstinaci,9
6060,Henry VI Part 1,38,5.4.163,ALENCON,And ruthless slaughters as are daily seen,And ruthless slaughters as are daily seen,ruthless,ruthless,8
6062,Henry VI Part 1,38,5.4.165,ALENCON,"And therefore take this compact of a truce,","And therefore take this compact of a truce,",compact,compact,7
6066,Henry VI Part 1,40,5.4.169,CHARLES,"Only reserved, you claim no interest","Only reserved, you claim no interest",reserv,reserv,6
6067,Henry VI Part 1,40,5.4.170,CHARLES,In any of our towns of garrison.,In any of our towns of garrison.,garrison,garrison,8
6069,Henry VI Part 1,41,5.4.172,YORK,"As thou art knight, never to disobey","As thou art knight, never to disobey",disobey,disobey,7
6073,Henry VI Part 1,41,5.4.176,YORK,"Hang up your ensign, let your drums be still,","Hang up your ensign, let your drums be still,",ensign,ensign,6
6078,Henry VI Part 1,1,5.5.1,KING HENRY VI,"Your wondrous rare description, noble earl,","Your wondrous rare description, noble earl,",descript,descript,8
6079,Henry VI Part 1,1,5.5.2,KING HENRY VI,Of beauteous Margaret hath astonish'd me:,Of beauteous Margaret hath astonish'd me:,beauteou,beauteou,8
6080,Henry VI Part 1,1,5.5.3,KING HENRY VI,Her virtues graced with external gifts,Her virtues graced with external gifts,extern,extern,6
6082,Henry VI Part 1,1,5.5.5,KING HENRY VI,And like as rigor of tempestuous gusts,And like as rigor of tempestuous gusts,tempestu,tempestu,8
6082,Henry VI Part 1,1,5.5.5,KING HENRY VI,And like as rigor of tempestuous gusts,And like as rigor of tempestuous gusts,gust,gust,4
6083,Henry VI Part 1,1,5.5.6,KING HENRY VI,"Provokes the mightiest hulk against the tide,","Provokes the mightiest hulk against the tide,",hulk,hulk,4
6085,Henry VI Part 1,1,5.5.8,KING HENRY VI,Either to suffer shipwreck or arrive,Either to suffer shipwreck or arrive,shipwreck,shipwreck,9
6086,Henry VI Part 1,1,5.5.9,KING HENRY VI,Where I may have fruition of her love.,Where I may have fruition of her love.,fruition,fruition,8
6087,Henry VI Part 1,2,5.5.10,SUFFOLK,"Tush, my good lord, this superficial tale","Tush, my good lord, this superficial tale",superfici,superfici,9
6088,Henry VI Part 1,2,5.5.11,SUFFOLK,"Is but a preface of her worthy praise,","Is but a preface of her worthy praise,",prefac,prefac,6
6091,Henry VI Part 1,2,5.5.14,SUFFOLK,"Would make a volume of enticing lines,","Would make a volume of enticing lines,",volum,volum,5
6093,Henry VI Part 1,2,5.5.16,SUFFOLK,"And, which is more, she is not so divine,","And, which is more, she is not so divine,",divin,divin,5
6103,Henry VI Part 1,4,5.5.26,GLOUCESTER,"You know, my lord, your highness is betroth'd","You know, my lord, your highness is betroth'd",betroth,betroth,7
6107,Henry VI Part 1,5,5.5.30,SUFFOLK,"As doth a ruler with unlawful oaths,","As doth a ruler with unlawful oaths,",unlaw,unlaw,5
6109,Henry VI Part 1,5,5.5.32,SUFFOLK,"To try his strength, forsaketh yet the lists","To try his strength, forsaketh yet the lists",forsaketh,forsaketh,9
6111,Henry VI Part 1,5,5.5.34,SUFFOLK,"A poor earl's daughter is unequal odds,","A poor earl's daughter is unequal odds,",unequ,unequ,5
6126,Henry VI Part 1,10,5.5.49,SUFFOLK,"That he should be so abject, base and poor,","That he should be so abject, base and poor,",abject,abject,6
6133,Henry VI Part 1,10,5.5.56,SUFFOLK,"Than to be dealt in by attorneyship,","Than to be dealt in by attorneyship,",attorneyship,attorneyship,12
6135,Henry VI Part 1,10,5.5.58,SUFFOLK,Must be companion of his nuptial bed:,Must be companion of his nuptial bed:,nuptial,nuptial,7
6137,Henry VI Part 1,10,5.5.60,SUFFOLK,"It most of all these reasons bindeth us,","It most of all these reasons bindeth us,",bindeth,bindeth,7
6139,Henry VI Part 1,10,5.5.62,SUFFOLK,"For what is wedlock forced but a hell,","For what is wedlock forced but a hell,",wedlock,wedlock,7
6141,Henry VI Part 1,10,5.5.64,SUFFOLK,"Whereas the contrary bringeth bliss,","Whereas the contrary bringeth bliss,",bringeth,bringeth,8
6141,Henry VI Part 1,10,5.5.64,SUFFOLK,"Whereas the contrary bringeth bliss,","Whereas the contrary bringeth bliss,",bliss,bliss,5
6142,Henry VI Part 1,10,5.5.65,SUFFOLK,And is a pattern of celestial peace.,And is a pattern of celestial peace.,pattern,pattern,7
6145,Henry VI Part 1,10,5.5.68,SUFFOLK,"Her peerless feature, joined with her birth,","Her peerless feature, joined with her birth,",peerless,peerless,8
6145,Henry VI Part 1,10,5.5.68,SUFFOLK,"Her peerless feature, joined with her birth,","Her peerless feature, joined with her birth,",featur,featur,6
6148,Henry VI Part 1,10,5.5.71,SUFFOLK,"More than in women commonly is seen,","More than in women commonly is seen,",commonli,commonli,8
6159,Henry VI Part 1,11,5.5.82,KING HENRY VI,"With any passion of inflaming love,","With any passion of inflaming love,",inflam,inflam,6
6172,Henry VI Part 1,11,5.5.95,KING HENRY VI,I rest perplexed with a thousand cares.,I rest perplexed with a thousand cares.,perplex,perplex,7
6178,Henry VI Part 1,11,5.5.101,KING HENRY VI,I may revolve and ruminate my grief.,I may revolve and ruminate my grief.,revolv,revolv,6
6183,Henry VI Part 1,13,5.5.104,SUFFOLK,"As did the youthful Paris once to Greece,","As did the youthful Paris once to Greece,",greec,greec,5
6191,Henry VI Part 2,13,,SUFFOLK,"Flourish of trumpets: then hautboys. Enter KING  HENRY VI, GLOUCESTER, SALISBURY, WARWICK, and  CARDINAL, on the one side, QUEEN MARGARET, SUFFOLK, YORK, SOMERSET, and BUCKINGHAM, on the other","Flourish of trumpets: then hautboys. Enter KING  HENRY VI, GLOUCESTER, SALISBURY, WARWICK, and  CARDINAL, on the one side, QUEEN MARGARET, SUFFOLK, YORK, SOMERSET, and BUCKINGHAM, on the other",hautboy,hautboy,7
6191,Henry VI Part 2,13,,SUFFOLK,"Flourish of trumpets: then hautboys. Enter KING  HENRY VI, GLOUCESTER, SALISBURY, WARWICK, and  CARDINAL, on the one side, QUEEN MARGARET, SUFFOLK, YORK, SOMERSET, and BUCKINGHAM, on the other","Flourish of trumpets: then hautboys. Enter KING  HENRY VI, GLOUCESTER, SALISBURY, WARWICK, and  CARDINAL, on the one side, QUEEN MARGARET, SUFFOLK, YORK, SOMERSET, and BUCKINGHAM, on the other",buckingham,buckingham,10
6197,Henry VI Part 2,1,1.1.6,SUFFOLK,"In presence of the Kings of France and Sicil,","In presence of the Kings of France and Sicil,",sicil,sicil,5
6198,Henry VI Part 2,1,1.1.7,SUFFOLK,"The Dukes of Orleans, Calaber, Bretagne and Alencon,","The Dukes of Orleans, Calaber, Bretagne and Alencon,",calab,calab,5
6198,Henry VI Part 2,1,1.1.7,SUFFOLK,"The Dukes of Orleans, Calaber, Bretagne and Alencon,","The Dukes of Orleans, Calaber, Bretagne and Alencon,",bretagn,bretagn,7
6200,Henry VI Part 2,1,1.1.9,SUFFOLK,I have perform'd my task and was espoused:,I have perform'd my task and was espoused:,espous,espous,6
6206,Henry VI Part 2,1,1.1.15,SUFFOLK,"The happiest gift that ever marquess gave,","The happiest gift that ever marquess gave,",marquess,marquess,8
6209,Henry VI Part 2,2,1.1.18,KING HENRY VI,I can express no kinder sign of love,I can express no kinder sign of love,kinder,kinder,6
6213,Henry VI Part 2,2,1.1.22,KING HENRY VI,"A world of earthly blessings to my soul,","A world of earthly blessings to my soul,",earthli,earthli,7
6214,Henry VI Part 2,2,1.1.23,KING HENRY VI,If sympathy of love unite our thoughts.,If sympathy of love unite our thoughts.,sympathi,sympathi,8
6217,Henry VI Part 2,3,1.1.26,QUEEN MARGARET,"By day, by night, waking and in my dreams,","By day, by night, waking and in my dreams,",dream,dream,5
6218,Henry VI Part 2,3,1.1.27,QUEEN MARGARET,"In courtly company or at my beads,","In courtly company or at my beads,",courtli,courtli,7
6219,Henry VI Part 2,3,1.1.28,QUEEN MARGARET,"With you, mine alder-liefest sovereign,","With you, mine alder-liefest sovereign,",alder,alder,5
6219,Henry VI Part 2,3,1.1.28,QUEEN MARGARET,"With you, mine alder-liefest sovereign,","With you, mine alder-liefest sovereign,",liefest,liefest,7
6220,Henry VI Part 2,3,1.1.29,QUEEN MARGARET,Makes me the bolder to salute my king,Makes me the bolder to salute my king,bolder,bolder,6
6221,Henry VI Part 2,3,1.1.30,QUEEN MARGARET,"With ruder terms, such as my wit affords","With ruder terms, such as my wit affords",ruder,ruder,5
6226,Henry VI Part 2,4,1.1.35,KING HENRY VI,Such is the fulness of my heart's content.,Such is the fulness of my heart's content.,ful,ful,3
6233,Henry VI Part 2,7,1.1.41,SUFFOLK,Here are the articles of contracted peace,Here are the articles of contracted peace,articl,articl,6
6236,Henry VI Part 2,8,1.1.44,GLOUCESTER,"[Reads]  'Imprimis, it is agreed between the French","[Reads]  'Imprimis, it is agreed between the French",imprimi,imprimi,7
6240,Henry VI Part 2,8,1.1.48,GLOUCESTER,"daughter unto Reignier King of Naples, Sicilia and","daughter unto Reignier King of Naples, Sicilia and",sicilia,sicilia,7
6242,Henry VI Part 2,8,1.1.50,GLOUCESTER,"thirtieth of May next ensuing. Item, that the duchy","thirtieth of May next ensuing. Item, that the duchy",thirtieth,thirtieth,9
6242,Henry VI Part 2,8,1.1.50,GLOUCESTER,"thirtieth of May next ensuing. Item, that the duchy","thirtieth of May next ensuing. Item, that the duchy",duchi,duchi,5
6248,Henry VI Part 2,10,1.1.55,GLOUCESTER,Some sudden qualm hath struck me at the heart,Some sudden qualm hath struck me at the heart,qualm,qualm,5
6249,Henry VI Part 2,10,1.1.56,GLOUCESTER,"And dimm'd mine eyes, that I can read no further.","And dimm'd mine eyes, that I can read no further.",dimm,dimm,4
6269,Henry VI Part 2,14,1.1.75,GLOUCESTER,"Brave peers of England, pillars of the state,","Brave peers of England, pillars of the state,",pillar,pillar,6
6274,Henry VI Part 2,14,1.1.80,GLOUCESTER,"Did he so often lodge in open field,","Did he so often lodge in open field,",lodg,lodg,4
6275,Henry VI Part 2,14,1.1.81,GLOUCESTER,"In winter's cold and summer's parching heat,","In winter's cold and summer's parching heat,",winter,winter,6
6281,Henry VI Part 2,14,1.1.87,GLOUCESTER,Received deep scars in France and Normandy?,Received deep scars in France and Normandy?,scar,scar,4
6281,Henry VI Part 2,14,1.1.87,GLOUCESTER,Received deep scars in France and Normandy?,Received deep scars in France and Normandy?,normandi,normandi,8
6284,Henry VI Part 2,14,1.1.90,GLOUCESTER,"Studied so long, sat in the council-house","Studied so long, sat in the council-house",sat,sat,3
6295,Henry VI Part 2,14,1.1.101,GLOUCESTER,"Razing the characters of your renown,","Razing the characters of your renown,",raze,raze,4
6295,Henry VI Part 2,14,1.1.101,GLOUCESTER,"Razing the characters of your renown,","Razing the characters of your renown,",charact,charact,7
6297,Henry VI Part 2,14,1.1.103,GLOUCESTER,"Undoing all, as all had never been!","Undoing all, as all had never been!",undo,undo,4
6299,Henry VI Part 2,15,1.1.105,CARDINAL,This peroration with such circumstance?,This peroration with such circumstance?,peror,peror,5
6310,Henry VI Part 2,18,1.1.116,WARWICK,For grief that they are past recovery:,For grief that they are past recovery:,recoveri,recoveri,8
6317,Henry VI Part 2,18,1.1.123,WARWICK,Mort Dieu!,Mort Dieu!,mort,mort,4
6317,Henry VI Part 2,18,1.1.123,WARWICK,Mort Dieu!,Mort Dieu!,dieu,dieu,4
6318,Henry VI Part 2,19,1.1.124,YORK,"For Suffolk's duke, may he be suffocate,","For Suffolk's duke, may he be suffocate,",suffoc,suffoc,6
6320,Henry VI Part 2,19,1.1.126,YORK,"France should have torn and rent my very heart,","France should have torn and rent my very heart,",torn,torn,4
6320,Henry VI Part 2,19,1.1.126,YORK,"France should have torn and rent my very heart,","France should have torn and rent my very heart,",rent,rent,4
6327,Henry VI Part 2,20,1.1.133,GLOUCESTER,That Suffolk should demand a whole fifteenth,That Suffolk should demand a whole fifteenth,fifteenth,fifteenth,9
6334,Henry VI Part 2,22,1.1.140,GLOUCESTER,"'Tis not my speeches that you do mislike,","'Tis not my speeches that you do mislike,",mislik,mislik,6
6336,Henry VI Part 2,22,1.1.142,GLOUCESTER,"Rancour will out: proud prelate, in thy face","Rancour will out: proud prelate, in thy face",rancour,rancour,7
6338,Henry VI Part 2,22,1.1.144,GLOUCESTER,We shall begin our ancient bickerings.,We shall begin our ancient bickerings.,bicker,bicker,6
6348,Henry VI Part 2,23,1.1.153,CARDINAL,"Had Henry got an empire by his marriage,","Had Henry got an empire by his marriage,",empir,empir,5
6349,Henry VI Part 2,23,1.1.154,CARDINAL,"And all the wealthy kingdoms of the west,","And all the wealthy kingdoms of the west,",wealthi,wealthi,7
6352,Henry VI Part 2,23,1.1.157,CARDINAL,"Bewitch your hearts, be wise and circumspect.","Bewitch your hearts, be wise and circumspect.",circumspect,circumspect,11
6365,Henry VI Part 2,24,1.1.170,BUCKINGHAM,We'll quickly hoise Duke Humphrey from his seat.,We'll quickly hoise Duke Humphrey from his seat.,hois,hois,4
6374,Henry VI Part 2,26,1.1.178,SOMERSET,"If Gloucester be displaced, he'll be protector.","If Gloucester be displaced, he'll be protector.",displac,displac,7
6380,Henry VI Part 2,28,1.1.183,SALISBURY,Behoves it us to labour for the realm.,Behoves it us to labour for the realm.,behov,behov,5
6386,Henry VI Part 2,28,1.1.189,SALISBURY,Swear like a ruffian and demean himself,Swear like a ruffian and demean himself,demean,demean,6
6387,Henry VI Part 2,28,1.1.190,SALISBURY,Unlike the ruler of a commonweal.,Unlike the ruler of a commonweal.,unlik,unlik,5
6389,Henry VI Part 2,28,1.1.192,SALISBURY,"Thy deeds, thy plainness and thy housekeeping,","Thy deeds, thy plainness and thy housekeeping,",housekeep,housekeep,9
6392,Henry VI Part 2,28,1.1.195,SALISBURY,"And, brother York, thy acts in Ireland,","And, brother York, thy acts in Ireland,",ireland,ireland,7
6398,Henry VI Part 2,28,1.1.201,SALISBURY,"In what we can, to bridle and suppress","In what we can, to bridle and suppress",bridl,bridl,5
6410,Henry VI Part 2,32,1.1.213,WARWICK,"Main chance, father, you meant, but I meant Maine,","Main chance, father, you meant, but I meant Maine,",meant,meant,5
6421,Henry VI Part 2,33,1.1.223,YORK,Pirates may make cheap pennyworths of their pillage,Pirates may make cheap pennyworths of their pillage,pirat,pirat,5
6423,Henry VI Part 2,33,1.1.225,YORK,"Still revelling like lords till all be gone,","Still revelling like lords till all be gone,",revel,revel,5
6425,Henry VI Part 2,33,1.1.227,YORK,Weeps over them and wrings his hapless hands,Weeps over them and wrings his hapless hands,wring,wring,5
6429,Henry VI Part 2,33,1.1.231,YORK,"So York must sit and fret and bite his tongue,","So York must sit and fret and bite his tongue,",bite,bite,4
6433,Henry VI Part 2,33,1.1.235,YORK,As did the fatal brand Althaea burn'd,As did the fatal brand Althaea burn'd,brand,brand,5
6433,Henry VI Part 2,33,1.1.235,YORK,As did the fatal brand Althaea burn'd,As did the fatal brand Althaea burn'd,althaea,althaea,7
6434,Henry VI Part 2,33,1.1.236,YORK,Unto the prince's heart of Calydon.,Unto the prince's heart of Calydon.,calydon,calydon,7
6439,Henry VI Part 2,33,1.1.241,YORK,And therefore I will take the Nevils' parts,And therefore I will take the Nevils' parts,nevil,nevil,5
6444,Henry VI Part 2,33,1.1.246,YORK,"Nor hold the sceptre in his childish fist,","Nor hold the sceptre in his childish fist,",childish,childish,8
6458,Henry VI Part 2,33,1.1.260,YORK,Whose bookish rule hath pull'd fair England down.,Whose bookish rule hath pull'd fair England down.,bookish,bookish,7
6461,Henry VI Part 2,33,,YORK,Enter GLOUCESTER and his DUCHESS,Enter GLOUCESTER and his DUCHESS,duchess,duchess,7
6463,Henry VI Part 2,1,1.2.2,DUCHESS,Hanging the head at Ceres' plenteous load?,Hanging the head at Ceres' plenteous load?,cere,cere,4
6463,Henry VI Part 2,1,1.2.2,DUCHESS,Hanging the head at Ceres' plenteous load?,Hanging the head at Ceres' plenteous load?,plenteou,plenteou,8
6463,Henry VI Part 2,1,1.2.2,DUCHESS,Hanging the head at Ceres' plenteous load?,Hanging the head at Ceres' plenteous load?,load,load,4
6469,Henry VI Part 2,1,1.2.8,DUCHESS,Enchased with all the honours of the world?,Enchased with all the honours of the world?,enchas,enchas,6
6470,Henry VI Part 2,1,1.2.9,DUCHESS,"If so, gaze on, and grovel on thy face,","If so, gaze on, and grovel on thy face,",grovel,grovel,6
6473,Henry VI Part 2,1,1.2.12,DUCHESS,"What, is't too short? I'll lengthen it with mine:","What, is't too short? I'll lengthen it with mine:",lengthen,lengthen,8
6474,Henry VI Part 2,1,1.2.13,DUCHESS,"And, having both together heaved it up,","And, having both together heaved it up,",heav,heav,4
6476,Henry VI Part 2,1,1.2.15,DUCHESS,And never more abase our sight so low,And never more abase our sight so low,abas,abas,4
6477,Henry VI Part 2,1,1.2.16,DUCHESS,As to vouchsafe one glance unto the ground.,As to vouchsafe one glance unto the ground.,glanc,glanc,5
6478,Henry VI Part 2,2,1.2.17,GLOUCESTER,"O Nell, sweet Nell, if thou dost love thy lord,","O Nell, sweet Nell, if thou dost love thy lord,",nell,nell,4
6483,Henry VI Part 2,2,1.2.22,GLOUCESTER,My troublous dream this night doth make me sad.,My troublous dream this night doth make me sad.,troublou,troublou,8
6489,Henry VI Part 2,4,1.2.28,GLOUCESTER,And on the pieces of the broken wand,And on the pieces of the broken wand,wand,wand,4
6494,Henry VI Part 2,5,1.2.33,DUCHESS,That he that breaks a stick of Gloucester's grove,That he that breaks a stick of Gloucester's grove,stick,stick,5
6498,Henry VI Part 2,5,1.2.37,DUCHESS,"In the cathedral church of Westminster,","In the cathedral church of Westminster,",cathedr,cathedr,7
6502,Henry VI Part 2,6,1.2.41,GLOUCESTER,"Nay, Eleanor, then must I chide outright:","Nay, Eleanor, then must I chide outright:",eleanor,eleanor,7
6503,Henry VI Part 2,6,1.2.42,GLOUCESTER,"Presumptuous dame, ill-nurtured Eleanor,","Presumptuous dame, ill-nurtured Eleanor,",nurtur,nurtur,6
6506,Henry VI Part 2,6,1.2.45,GLOUCESTER,"Hast thou not worldly pleasure at command,","Hast thou not worldly pleasure at command,",worldli,worldli,7
6508,Henry VI Part 2,6,1.2.47,GLOUCESTER,"And wilt thou still be hammering treachery,","And wilt thou still be hammering treachery,",hammer,hammer,6
6509,Henry VI Part 2,6,1.2.48,GLOUCESTER,To tumble down thy husband and thyself,To tumble down thy husband and thyself,tumbl,tumbl,5
6527,Henry VI Part 2,11,1.2.64,DUCHESS,I would remove these tedious stumbling-blocks,I would remove these tedious stumbling-blocks,stumbl,stumbl,6
6527,Henry VI Part 2,11,1.2.64,DUCHESS,I would remove these tedious stumbling-blocks,I would remove these tedious stumbling-blocks,block,block,5
6528,Henry VI Part 2,11,1.2.65,DUCHESS,"And smooth my way upon their headless necks,","And smooth my way upon their headless necks,",headless,headless,8
6530,Henry VI Part 2,11,1.2.67,DUCHESS,To play my part in Fortune's pageant.,To play my part in Fortune's pageant.,pageant,pageant,7
6533,Henry VI Part 2,11,,DUCHESS,Enter HUME,Enter HUME,hume,hume,4
6536,Henry VI Part 2,14,1.2.72,HUME,"But, by the grace of God, and Hume's advice,","But, by the grace of God, and Hume's advice,",advic,advic,5
6537,Henry VI Part 2,14,1.2.73,HUME,Your grace's title shall be multiplied.,Your grace's title shall be multiplied.,multipli,multipli,8
6538,Henry VI Part 2,15,1.2.74,DUCHESS,"What say'st thou, man? hast thou as yet conferr'd","What say'st thou, man? hast thou as yet conferr'd",conferr,conferr,7
6539,Henry VI Part 2,15,1.2.75,DUCHESS,"With Margery Jourdain, the cunning witch,","With Margery Jourdain, the cunning witch,",margeri,margeri,7
6539,Henry VI Part 2,15,1.2.75,DUCHESS,"With Margery Jourdain, the cunning witch,","With Margery Jourdain, the cunning witch,",jourdain,jourdain,8
6540,Henry VI Part 2,15,1.2.76,DUCHESS,"With Roger Bolingbroke, the conjurer?","With Roger Bolingbroke, the conjurer?",roger,roger,5
6543,Henry VI Part 2,16,1.2.79,HUME,"A spirit raised from depth of under-ground,","A spirit raised from depth of under-ground,",depth,depth,5
6545,Henry VI Part 2,16,1.2.81,HUME,As by your grace shall be propounded him.,As by your grace shall be propounded him.,propound,propound,8
6554,Henry VI Part 2,18,1.2.89,HUME,"Seal up your lips, and give no words but mum:","Seal up your lips, and give no words but mum:",mum,mum,3
6555,Henry VI Part 2,18,1.2.90,HUME,The business asketh silent secrecy.,The business asketh silent secrecy.,asketh,asketh,6
6555,Henry VI Part 2,18,1.2.90,HUME,The business asketh silent secrecy.,The business asketh silent secrecy.,silent,silent,6
6563,Henry VI Part 2,18,1.2.98,HUME,Have hired me to undermine the duchess,Have hired me to undermine the duchess,hire,hire,4
6563,Henry VI Part 2,18,1.2.98,HUME,Have hired me to undermine the duchess,Have hired me to undermine the duchess,undermin,undermin,8
6564,Henry VI Part 2,18,1.2.99,HUME,And buz these conjurations in her brain.,And buz these conjurations in her brain.,buz,buz,3
6565,Henry VI Part 2,18,1.2.100,HUME,"They say 'A crafty knave does need no broker,'","They say 'A crafty knave does need no broker,'",broker,broker,6
6570,Henry VI Part 2,18,1.2.105,HUME,"Hume's knavery will be the duchess' wreck,","Hume's knavery will be the duchess' wreck,",knaveri,knaveri,7
6571,Henry VI Part 2,18,1.2.106,HUME,And her attainture will be Humphrey's fall:,And her attainture will be Humphrey's fall:,attaintur,attaintur,9
6575,Henry VI Part 2,18,,HUME,"Enter three or four Petitioners, PETER, the Armourer's man, being one","Enter three or four Petitioners, PETER, the Armourer's man, being one",petition,petition,8
6575,Henry VI Part 2,18,,HUME,"Enter three or four Petitioners, PETER, the Armourer's man, being one","Enter three or four Petitioners, PETER, the Armourer's man, being one",peter,peter,5
6578,Henry VI Part 2,1,1.3.3,First Petitioner,our supplications in the quill.,our supplications in the quill.,supplic,supplic,7
6578,Henry VI Part 2,1,1.3.3,First Petitioner,our supplications in the quill.,our supplications in the quill.,quill,quill,5
6599,Henry VI Part 2,9,1.3.22,SUFFOLK,"commons of Melford.' How now, sir knave!","commons of Melford.' How now, sir knave!",melford,melford,7
6600,Henry VI Part 2,10,1.3.23,Second Petitioner,"Alas, sir, I am but a poor petitioner of our whole township.","Alas, sir, I am but a poor petitioner of our whole township.",township,township,8
6602,Henry VI Part 2,11,1.3.25,PETER,"Horner, for saying that the Duke of York was rightful","Horner, for saying that the Duke of York was rightful",horner,horner,6
6604,Henry VI Part 2,12,1.3.27,QUEEN MARGARET,What sayst thou? did the Duke of York say he was,What sayst thou? did the Duke of York say he was,sayst,sayst,5
6616,Henry VI Part 2,15,1.3.37,QUEEN MARGARET,"Begin your suits anew, and sue to him.","Begin your suits anew, and sue to him.",anew,anew,4
6618,Henry VI Part 2,15,1.3.38,QUEEN MARGARET,"Away, base cullions! Suffolk, let them go.","Away, base cullions! Suffolk, let them go.",cullion,cullion,7
6621,Henry VI Part 2,17,1.3.40,QUEEN MARGARET,"My Lord of Suffolk, say, is this the guise,","My Lord of Suffolk, say, is this the guise,",guis,guis,4
6623,Henry VI Part 2,17,1.3.42,QUEEN MARGARET,"Is this the government of Britain's isle,","Is this the government of Britain's isle,",britain,britain,7
6624,Henry VI Part 2,17,1.3.43,QUEEN MARGARET,And this the royalty of Albion's king?,And this the royalty of Albion's king?,albion,albion,6
6626,Henry VI Part 2,17,1.3.45,QUEEN MARGARET,Under the surly Gloucester's governance?,Under the surly Gloucester's governance?,surli,surli,5
6632,Henry VI Part 2,17,1.3.51,QUEEN MARGARET,I thought King Henry had resembled thee,I thought King Henry had resembled thee,resembl,resembl,7
6633,Henry VI Part 2,17,1.3.52,QUEEN MARGARET,"In courage, courtship and proportion:","In courage, courtship and proportion:",courtship,courtship,9
6635,Henry VI Part 2,17,1.3.54,QUEEN MARGARET,"To number Ave-Maries on his beads,","To number Ave-Maries on his beads,",ave,ave,3
6635,Henry VI Part 2,17,1.3.54,QUEEN MARGARET,"To number Ave-Maries on his beads,","To number Ave-Maries on his beads,",mari,mari,4
6636,Henry VI Part 2,17,1.3.55,QUEEN MARGARET,"His champions are the prophets and apostles,","His champions are the prophets and apostles,",apostl,apostl,6
6639,Henry VI Part 2,17,1.3.58,QUEEN MARGARET,Are brazen images of canonized saints.,Are brazen images of canonized saints.,canon,canon,5
6640,Henry VI Part 2,17,1.3.59,QUEEN MARGARET,I would the college of the cardinals,I would the college of the cardinals,colleg,colleg,6
6642,Henry VI Part 2,17,1.3.61,QUEEN MARGARET,And set the triple crown upon his head:,And set the triple crown upon his head:,tripl,tripl,5
