Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine,raw_text,preprocessed_segments,preprocessed_segments_norm,length
2455,Henry IV,18,4.2.75,PRINCE HENRY,"the ribs bare. But, sirrah, make haste: Percy is","the ribs bare. But, sirrah, make haste: Percy is",ribs,ribs,4
2457,Henry IV,19,4.2.77,FALSTAFF,"What, is the king encamped?","What, is the king encamped?",encamp,encamp,6
2460,Henry IV,21,4.2.80,FALSTAFF,To the latter end of a fray and the beginning of a feast,To the latter end of a fray and the beginning of a feast,fray,fray,4
2461,Henry IV,21,4.2.81,FALSTAFF,Fits a dull fighter and a keen guest.,Fits a dull fighter and a keen guest.,fit,fit,3
2461,Henry IV,21,4.2.81,FALSTAFF,Fits a dull fighter and a keen guest.,Fits a dull fighter and a keen guest.,dull,dull,4
2461,Henry IV,21,4.2.81,FALSTAFF,Fits a dull fighter and a keen guest.,Fits a dull fighter and a keen guest.,fighter,fighter,7
2461,Henry IV,21,4.2.81,FALSTAFF,Fits a dull fighter and a keen guest.,Fits a dull fighter and a keen guest.,keen,keen,4
2472,Henry IV,8,4.3.8,EARL OF WORCESTER,"Good cousin, be advised, stir not tonight.","Good cousin, be advised, stir not tonight.",advise,advise,6
2478,Henry IV,11,4.3.14,VERNON,"If well-respected honour bid me on,","If well-respected honour bid me on,",respected,respected,9
2479,Henry IV,11,4.3.15,VERNON,I hold as little counsel with weak fear,I hold as little counsel with weak fear,weak,weak,4
2488,Henry IV,15,4.3.24,VERNON,That you foresee not what impediments,That you foresee not what impediments,foresee,foresee,7
2488,Henry IV,15,4.3.24,VERNON,That you foresee not what impediments,That you foresee not what impediments,impediment,impediment,10
2489,Henry IV,15,4.3.25,VERNON,Drag back our expedition: certain horse,Drag back our expedition: certain horse,drag,drag,4
2491,Henry IV,15,4.3.27,VERNON,"Your uncle Worcester's horse came but today,","Your uncle Worcester's horse came but today,",today,today,5
2493,Henry IV,15,4.3.29,VERNON,"Their courage with hard labour tame and dull,","Their courage with hard labour tame and dull,",tame,tame,4
2495,Henry IV,16,4.3.31,HOTSPUR,So are the horses of the enemy,So are the horses of the enemy,horses,horses,6
2496,Henry IV,16,4.3.32,HOTSPUR,"In general, journey-bated and brought low:","In general, journey-bated and brought low:",journey,journey,7
2498,Henry IV,17,4.3.34,EARL OF WORCESTER,The number of the king exceedeth ours:,The number of the king exceedeth ours:,number,number,6
2498,Henry IV,17,4.3.34,EARL OF WORCESTER,The number of the king exceedeth ours:,The number of the king exceedeth ours:,exceedeth,exceedeth,9
2500,Henry IV,17,,EARL OF WORCESTER,The trumpet sounds a parley,The trumpet sounds a parley,trumpet,trumpet,7
2503,Henry IV,18,4.3.37,SIR WALTER BLUNT,if you vouchsafe me hearing and respect.,if you vouchsafe me hearing and respect.,vouchsafe,vouchsafe,9
2505,Henry IV,19,4.3.39,HOTSPUR,You were of our determination!,You were of our determination!,determination,determination,13
2510,Henry IV,20,4.3.44,SIR WALTER BLUNT,"And God defend but still I should stand so,","And God defend but still I should stand so,",defend,defend,6
2511,Henry IV,20,4.3.45,SIR WALTER BLUNT,So long as out of limit and true rule,So long as out of limit and true rule,rule,rule,4
2512,Henry IV,20,4.3.46,SIR WALTER BLUNT,You stand against anointed majesty.,You stand against anointed majesty.,anoint,anoint,6
2514,Henry IV,20,4.3.48,SIR WALTER BLUNT,"The nature of your griefs, and whereupon","The nature of your griefs, and whereupon",whereupon,whereupon,9
2515,Henry IV,20,4.3.49,SIR WALTER BLUNT,You conjure from the breast of civil peace,You conjure from the breast of civil peace,conjure,conjure,7
2516,Henry IV,20,4.3.50,SIR WALTER BLUNT,"Such bold hostility, teaching his duteous land","Such bold hostility, teaching his duteous land",hostility,hostility,9
2516,Henry IV,20,4.3.50,SIR WALTER BLUNT,"Such bold hostility, teaching his duteous land","Such bold hostility, teaching his duteous land",duteous,duteous,7
2517,Henry IV,20,4.3.51,SIR WALTER BLUNT,Audacious cruelty. If that the king,Audacious cruelty. If that the king,audacious,audacious,9
2517,Henry IV,20,4.3.51,SIR WALTER BLUNT,Audacious cruelty. If that the king,Audacious cruelty. If that the king,cruelty,cruelty,7
2518,Henry IV,20,4.3.52,SIR WALTER BLUNT,"Have any way your good deserts forgot,","Have any way your good deserts forgot,",desert,desert,6
2519,Henry IV,20,4.3.53,SIR WALTER BLUNT,"Which he confesseth to be manifold,","Which he confesseth to be manifold,",confesseth,confesseth,10
2519,Henry IV,20,4.3.53,SIR WALTER BLUNT,"Which he confesseth to be manifold,","Which he confesseth to be manifold,",manifold,manifold,8
2522,Henry IV,20,4.3.56,SIR WALTER BLUNT,And pardon absolute for yourself and these,And pardon absolute for yourself and these,absolute,absolute,8
2523,Henry IV,20,4.3.57,SIR WALTER BLUNT,Herein misled by your suggestion.,Herein misled by your suggestion.,mislead,mislead,7
2523,Henry IV,20,4.3.57,SIR WALTER BLUNT,Herein misled by your suggestion.,Herein misled by your suggestion.,suggestion,suggestion,10
2529,Henry IV,21,4.3.63,HOTSPUR,"Sick in the world's regard, wretched and low,","Sick in the world's regard, wretched and low,",wretched,wretched,8
2530,Henry IV,21,4.3.64,HOTSPUR,"A poor unminded outlaw sneaking home,","A poor unminded outlaw sneaking home,",unminded,unminded,8
2530,Henry IV,21,4.3.64,HOTSPUR,"A poor unminded outlaw sneaking home,","A poor unminded outlaw sneaking home,",outlaw,outlaw,6
2534,Henry IV,21,4.3.68,HOTSPUR,"To sue his livery and beg his peace,","To sue his livery and beg his peace,",sue,sue,3
2534,Henry IV,21,4.3.68,HOTSPUR,"To sue his livery and beg his peace,","To sue his livery and beg his peace,",livery,livery,6
2535,Henry IV,21,4.3.69,HOTSPUR,"With tears of innocency and terms of zeal,","With tears of innocency and terms of zeal,",tears,tears,5
2535,Henry IV,21,4.3.69,HOTSPUR,"With tears of innocency and terms of zeal,","With tears of innocency and terms of zeal,",zeal,zeal,4
2537,Henry IV,21,4.3.71,HOTSPUR,Swore him assistance and perform'd it too.,Swore him assistance and perform'd it too.,assistance,assistance,10
2538,Henry IV,21,4.3.72,HOTSPUR,Now when the lords and barons of the realm,Now when the lords and barons of the realm,lords,lords,5
2538,Henry IV,21,4.3.72,HOTSPUR,Now when the lords and barons of the realm,Now when the lords and barons of the realm,baron,baron,5
2541,Henry IV,21,4.3.75,HOTSPUR,"Met him in boroughs, cities, villages,","Met him in boroughs, cities, villages,",borough,borough,7
2541,Henry IV,21,4.3.75,HOTSPUR,"Met him in boroughs, cities, villages,","Met him in boroughs, cities, villages,",city,city,4
2541,Henry IV,21,4.3.75,HOTSPUR,"Met him in boroughs, cities, villages,","Met him in boroughs, cities, villages,",village,village,7
2542,Henry IV,21,4.3.76,HOTSPUR,"Attended him on bridges, stood in lanes,","Attended him on bridges, stood in lanes,",bridge,bridge,6
2543,Henry IV,21,4.3.77,HOTSPUR,"Laid gifts before him, proffer'd him their oaths,","Laid gifts before him, proffer'd him their oaths,",gift,gift,4
2544,Henry IV,21,4.3.78,HOTSPUR,"Gave him their heirs, as pages follow'd him","Gave him their heirs, as pages follow'd him",page,page,4
2549,Henry IV,21,4.3.83,HOTSPUR,"Upon the naked shore at Ravenspurgh,","Upon the naked shore at Ravenspurgh,",naked,naked,5
2550,Henry IV,21,4.3.84,HOTSPUR,"And now, forsooth, takes on him to reform","And now, forsooth, takes on him to reform",reform,reform,6
2551,Henry IV,21,4.3.85,HOTSPUR,Some certain edicts and some strait decrees,Some certain edicts and some strait decrees,edict,edict,5
2551,Henry IV,21,4.3.85,HOTSPUR,Some certain edicts and some strait decrees,Some certain edicts and some strait decrees,strait,strait,6
2554,Henry IV,21,4.3.88,HOTSPUR,"Over his country's wrongs, and by this face,","Over his country's wrongs, and by this face,",country,country,7
2555,Henry IV,21,4.3.89,HOTSPUR,"This seeming brow of justice, did he win","This seeming brow of justice, did he win",seeming,seeming,7
2556,Henry IV,21,4.3.90,HOTSPUR,"The hearts of all that he did angle for,","The hearts of all that he did angle for,",angle,angle,5
2557,Henry IV,21,4.3.91,HOTSPUR,"Proceeded further, cut me off the heads","Proceeded further, cut me off the heads",proceed,proceed,7
2558,Henry IV,21,4.3.92,HOTSPUR,Of all the favourites that the absent king,Of all the favourites that the absent king,favourite,favourite,9
2558,Henry IV,21,4.3.92,HOTSPUR,Of all the favourites that the absent king,Of all the favourites that the absent king,absent,absent,6
2560,Henry IV,21,4.3.94,HOTSPUR,When he was personal in the Irish war.,When he was personal in the Irish war.,personal,personal,8
2564,Henry IV,23,4.3.98,HOTSPUR,"Soon after that, deprived him of his life,","Soon after that, deprived him of his life,",deprive,deprive,7
2566,Henry IV,23,4.3.100,HOTSPUR,"To make that worse, suffer'd his kinsman March,","To make that worse, suffer'd his kinsman March,",suffer,suffer,6
2567,Henry IV,23,4.3.101,HOTSPUR,"Who is, if every owner were well placed,","Who is, if every owner were well placed,",owner,owner,5
2569,Henry IV,23,4.3.103,HOTSPUR,"There without ransom to lie forfeited,","There without ransom to lie forfeited,",forfeit,forfeit,7
2570,Henry IV,23,4.3.104,HOTSPUR,"Disgraced me in my happy victories,","Disgraced me in my happy victories,",disgrace,disgrace,8
2570,Henry IV,23,4.3.104,HOTSPUR,"Disgraced me in my happy victories,","Disgraced me in my happy victories,",victory,victory,7
2571,Henry IV,23,4.3.105,HOTSPUR,"Sought to entrap me by intelligence,","Sought to entrap me by intelligence,",entrap,entrap,6
2571,Henry IV,23,4.3.105,HOTSPUR,"Sought to entrap me by intelligence,","Sought to entrap me by intelligence,",intelligence,intelligence,12
2572,Henry IV,23,4.3.106,HOTSPUR,"Rated mine uncle from the council-board,","Rated mine uncle from the council-board,",board,board,5
2573,Henry IV,23,4.3.107,HOTSPUR,"In rage dismiss'd my father from the court,","In rage dismiss'd my father from the court,",dismiss,dismiss,7
2574,Henry IV,23,4.3.108,HOTSPUR,"Broke oath on oath, committed wrong on wrong,","Broke oath on oath, committed wrong on wrong,",commit,commit,6
2575,Henry IV,23,4.3.109,HOTSPUR,And in conclusion drove us to seek out,And in conclusion drove us to seek out,conclusion,conclusion,10
2578,Henry IV,23,4.3.112,HOTSPUR,Too indirect for long continuance.,Too indirect for long continuance.,indirect,indirect,8
2578,Henry IV,23,4.3.112,HOTSPUR,Too indirect for long continuance.,Too indirect for long continuance.,continuance,continuance,11
2580,Henry IV,25,4.3.114,HOTSPUR,"Not so, Sir Walter: we'll withdraw awhile.","Not so, Sir Walter: we'll withdraw awhile.",withdraw,withdraw,8
2581,Henry IV,25,4.3.115,HOTSPUR,"Go to the king, and let there be impawn'd","Go to the king, and let there be impawn'd",impawn,impawn,6
2582,Henry IV,25,4.3.116,HOTSPUR,"Some surety for a safe return again,","Some surety for a safe return again,",safe,safe,4
2585,Henry IV,26,4.3.119,SIR WALTER BLUNT,I would you would accept of grace and love.,I would you would accept of grace and love.,accept,accept,6
2590,Henry IV,28,,SIR WALTER BLUNT,Enter the ARCHBISHOP OF YORK and SIR MICHAEL,Enter the ARCHBISHOP OF YORK and SIR MICHAEL,michael,michael,7
2591,Henry IV,1,4.4.1,ARCHBISHOP OF YORK,"Hie, good Sir Michael, bear this sealed brief","Hie, good Sir Michael, bear this sealed brief",hie,hie,3
2591,Henry IV,1,4.4.1,ARCHBISHOP OF YORK,"Hie, good Sir Michael, bear this sealed brief","Hie, good Sir Michael, bear this sealed brief",brief,brief,5
2592,Henry IV,1,4.4.2,ARCHBISHOP OF YORK,"With winged haste to the lord marshal,","With winged haste to the lord marshal,",marshal,marshal,7
2594,Henry IV,1,4.4.4,ARCHBISHOP OF YORK,To whom they are directed. If you knew,To whom they are directed. If you knew,knew,knew,4
2597,Henry IV,2,4.4.7,SIR MICHAEL,I guess their tenor.,I guess their tenor.,guess,guess,5
2597,Henry IV,2,4.4.7,SIR MICHAEL,I guess their tenor.,I guess their tenor.,tenor,tenor,5
2601,Henry IV,3,4.4.11,ARCHBISHOP OF YORK,"Must bide the touch, for, sir, at Shrewsbury,","Must bide the touch, for, sir, at Shrewsbury,",bide,bide,4
2606,Henry IV,3,4.4.16,ARCHBISHOP OF YORK,"Whose power was in the first proportion,","Whose power was in the first proportion,",proportion,proportion,10
2608,Henry IV,3,4.4.18,ARCHBISHOP OF YORK,Who with them was a rated sinew too,Who with them was a rated sinew too,sinew,sinew,5
2611,Henry IV,3,4.4.21,ARCHBISHOP OF YORK,To wage an instant trial with the king.,To wage an instant trial with the king.,wage,wage,4
2611,Henry IV,3,4.4.21,ARCHBISHOP OF YORK,To wage an instant trial with the king.,To wage an instant trial with the king.,instant,instant,7
2611,Henry IV,3,4.4.21,ARCHBISHOP OF YORK,To wage an instant trial with the king.,To wage an instant trial with the king.,trial,trial,5
2619,Henry IV,7,4.4.29,ARCHBISHOP OF YORK,The special head of all the land together:,The special head of all the land together:,special,special,7
2620,Henry IV,7,4.4.30,ARCHBISHOP OF YORK,"The Prince of Wales, Lord John of Lancaster,","The Prince of Wales, Lord John of Lancaster,",wales,wales,5
2621,Henry IV,7,4.4.31,ARCHBISHOP OF YORK,"The noble Westmoreland and warlike Blunt,","The noble Westmoreland and warlike Blunt,",warlike,warlike,7
2622,Henry IV,7,4.4.32,ARCHBISHOP OF YORK,And moe corrivals and dear men,And moe corrivals and dear men,moe,moe,3
2624,Henry IV,8,4.4.34,SIR MICHAEL,"Doubt not, my lord, they shall be well opposed.","Doubt not, my lord, they shall be well opposed.",opposed,opposed,7
2625,Henry IV,9,4.4.35,ARCHBISHOP OF YORK,"I hope no less, yet needful 'tis to fear,","I hope no less, yet needful 'tis to fear,",needful,needful,7
2626,Henry IV,9,4.4.36,ARCHBISHOP OF YORK,"And, to prevent the worst, Sir Michael, speed:","And, to prevent the worst, Sir Michael, speed:",prevent,prevent,7
2629,Henry IV,9,4.4.39,ARCHBISHOP OF YORK,"For he hath heard of our confederacy,","For he hath heard of our confederacy,",confederacy,confederacy,11
2637,Henry IV,1,5.1.1,KING HENRY IV,How bloodily the sun begins to peer,How bloodily the sun begins to peer,bloodily,bloodily,8
2637,Henry IV,1,5.1.1,KING HENRY IV,How bloodily the sun begins to peer,How bloodily the sun begins to peer,peer,peer,4
2638,Henry IV,1,5.1.2,KING HENRY IV,Above yon busky hill! the day looks pale,Above yon busky hill! the day looks pale,yon,yon,3
2638,Henry IV,1,5.1.2,KING HENRY IV,Above yon busky hill! the day looks pale,Above yon busky hill! the day looks pale,busky,busky,5
2640,Henry IV,2,5.1.4,PRINCE HENRY,The southern wind,The southern wind,southern,southern,8
2642,Henry IV,2,5.1.6,PRINCE HENRY,And by his hollow whistling in the leaves,And by his hollow whistling in the leaves,whistling,whistling,9
2643,Henry IV,2,5.1.7,PRINCE HENRY,Foretells a tempest and a blustering day.,Foretells a tempest and a blustering day.,foretells,foretells,9
2643,Henry IV,2,5.1.7,PRINCE HENRY,Foretells a tempest and a blustering day.,Foretells a tempest and a blustering day.,tempest,tempest,7
2643,Henry IV,2,5.1.7,PRINCE HENRY,Foretells a tempest and a blustering day.,Foretells a tempest and a blustering day.,blustering,blustering,10
2644,Henry IV,3,5.1.8,KING HENRY IV,"Then with the losers let it sympathize,","Then with the losers let it sympathize,",loser,loser,5
2644,Henry IV,3,5.1.8,KING HENRY IV,"Then with the losers let it sympathize,","Then with the losers let it sympathize,",sympathize,sympathize,10
2650,Henry IV,3,5.1.12,KING HENRY IV,"As now we meet. You have deceived our trust,","As now we meet. You have deceived our trust,",deceive,deceive,7
2651,Henry IV,3,5.1.13,KING HENRY IV,"And made us doff our easy robes of peace,","And made us doff our easy robes of peace,",doff,doff,4
2652,Henry IV,3,5.1.14,KING HENRY IV,To crush our old limbs in ungentle steel:,To crush our old limbs in ungentle steel:,crush,crush,5
2652,Henry IV,3,5.1.14,KING HENRY IV,To crush our old limbs in ungentle steel:,To crush our old limbs in ungentle steel:,ungentle,ungentle,8
2652,Henry IV,3,5.1.14,KING HENRY IV,To crush our old limbs in ungentle steel:,To crush our old limbs in ungentle steel:,steel,steel,5
2654,Henry IV,3,5.1.16,KING HENRY IV,What say you to it? will you again unknit,What say you to it? will you again unknit,unknit,unknit,6
2655,Henry IV,3,5.1.17,KING HENRY IV,This curlish knot of all-abhorred war?,This curlish knot of all-abhorred war?,curlish,curlish,7
2655,Henry IV,3,5.1.17,KING HENRY IV,This curlish knot of all-abhorred war?,This curlish knot of all-abhorred war?,knot,knot,4
2655,Henry IV,3,5.1.17,KING HENRY IV,This curlish knot of all-abhorred war?,This curlish knot of all-abhorred war?,abhor,abhor,5
2656,Henry IV,3,5.1.18,KING HENRY IV,And move in that obedient orb again,And move in that obedient orb again,obedient,obedient,8
2656,Henry IV,3,5.1.18,KING HENRY IV,And move in that obedient orb again,And move in that obedient orb again,orb,orb,3
2658,Henry IV,3,5.1.20,KING HENRY IV,"And be no more an exhaled meteor,","And be no more an exhaled meteor,",exhale,exhale,6
2659,Henry IV,3,5.1.21,KING HENRY IV,A prodigy of fear and a portent,A prodigy of fear and a portent,prodigy,prodigy,7
2660,Henry IV,3,5.1.22,KING HENRY IV,Of broached mischief to the unborn times?,Of broached mischief to the unborn times?,broach,broach,6
2660,Henry IV,3,5.1.22,KING HENRY IV,Of broached mischief to the unborn times?,Of broached mischief to the unborn times?,mischief,mischief,8
2660,Henry IV,3,5.1.22,KING HENRY IV,Of broached mischief to the unborn times?,Of broached mischief to the unborn times?,unborn,unborn,6
2663,Henry IV,4,5.1.25,EARL OF WORCESTER,To entertain the lag-end of my life,To entertain the lag-end of my life,entertain,entertain,9
2663,Henry IV,4,5.1.25,EARL OF WORCESTER,To entertain the lag-end of my life,To entertain the lag-end of my life,lag,lag,3
2667,Henry IV,6,5.1.29,FALSTAFF,"Rebellion lay in his way, and he found it.","Rebellion lay in his way, and he found it.",rebellion,rebellion,9
2668,Henry IV,7,5.1.30,PRINCE HENRY,"Peace, chewet, peace!","Peace, chewet, peace!",chewet,chewet,6
2673,Henry IV,8,5.1.35,EARL OF WORCESTER,For you my staff of office did I break,For you my staff of office did I break,office,office,6
2677,Henry IV,8,5.1.39,EARL OF WORCESTER,Nothing so strong and fortunate as I.,Nothing so strong and fortunate as I.,fortunate,fortunate,9
2679,Henry IV,8,5.1.41,EARL OF WORCESTER,That brought you home and boldly did outdare,That brought you home and boldly did outdare,outdare,outdare,7
2681,Henry IV,8,5.1.43,EARL OF WORCESTER,"And you did swear that oath at Doncaster,","And you did swear that oath at Doncaster,",doncaster,doncaster,9
2682,Henry IV,8,5.1.44,EARL OF WORCESTER,"That you did nothing purpose 'gainst the state,","That you did nothing purpose 'gainst the state,",gainst,gainst,6
2683,Henry IV,8,5.1.45,EARL OF WORCESTER,"Nor claim no further than your new-fall'n right,","Nor claim no further than your new-fall'n right,",claim,claim,5
2684,Henry IV,8,5.1.46,EARL OF WORCESTER,"The seat of Gaunt, dukedom of Lancaster:","The seat of Gaunt, dukedom of Lancaster:",dukedom,dukedom,7
2685,Henry IV,8,5.1.47,EARL OF WORCESTER,To this we swore our aid. But in short space,To this we swore our aid. But in short space,aid,aid,3
2686,Henry IV,8,5.1.48,EARL OF WORCESTER,"It rain'd down fortune showering on your head,","It rain'd down fortune showering on your head,",rain,rain,4
2686,Henry IV,8,5.1.48,EARL OF WORCESTER,"It rain'd down fortune showering on your head,","It rain'd down fortune showering on your head,",shower,shower,6
2690,Henry IV,8,5.1.52,EARL OF WORCESTER,"The seeming sufferances that you had borne,","The seeming sufferances that you had borne,",sufferance,sufferance,10
2691,Henry IV,8,5.1.53,EARL OF WORCESTER,And the contrarious winds that held the king,And the contrarious winds that held the king,contrarious,contrarious,11
2692,Henry IV,8,5.1.54,EARL OF WORCESTER,So long in his unlucky Irish wars,So long in his unlucky Irish wars,unlucky,unlucky,7
2693,Henry IV,8,5.1.55,EARL OF WORCESTER,That all in England did repute him dead:,That all in England did repute him dead:,repute,repute,6
2694,Henry IV,8,5.1.56,EARL OF WORCESTER,And from this swarm of fair advantages,And from this swarm of fair advantages,swarm,swarm,5
2695,Henry IV,8,5.1.57,EARL OF WORCESTER,You took occasion to be quickly woo'd,You took occasion to be quickly woo'd,woo,woo,3
2696,Henry IV,8,5.1.58,EARL OF WORCESTER,"To gripe the general sway into your hand,","To gripe the general sway into your hand,",gripe,gripe,5
2699,Henry IV,8,5.1.61,EARL OF WORCESTER,"As that ungentle hull, the cuckoo's bird,","As that ungentle hull, the cuckoo's bird,",hull,hull,4
2699,Henry IV,8,5.1.61,EARL OF WORCESTER,"As that ungentle hull, the cuckoo's bird,","As that ungentle hull, the cuckoo's bird,",bird,bird,4
2700,Henry IV,8,5.1.62,EARL OF WORCESTER,"Useth the sparrow, did oppress our nest,","Useth the sparrow, did oppress our nest,",useth,useth,5
2700,Henry IV,8,5.1.62,EARL OF WORCESTER,"Useth the sparrow, did oppress our nest,","Useth the sparrow, did oppress our nest,",oppress,oppress,7
2700,Henry IV,8,5.1.62,EARL OF WORCESTER,"Useth the sparrow, did oppress our nest,","Useth the sparrow, did oppress our nest,",nest,nest,4
2701,Henry IV,8,5.1.63,EARL OF WORCESTER,Grew by our feeding to so great a bulk,Grew by our feeding to so great a bulk,grew,grew,4
2701,Henry IV,8,5.1.63,EARL OF WORCESTER,Grew by our feeding to so great a bulk,Grew by our feeding to so great a bulk,bulk,bulk,4
2704,Henry IV,8,5.1.66,EARL OF WORCESTER,"We were enforced, for safety sake, to fly","We were enforced, for safety sake, to fly",enforce,enforce,7
2706,Henry IV,8,5.1.68,EARL OF WORCESTER,Whereby we stand opposed by such means,Whereby we stand opposed by such means,whereby,whereby,7
2707,Henry IV,8,5.1.69,EARL OF WORCESTER,As you yourself have forged against yourself,As you yourself have forged against yourself,forge,forge,5
2708,Henry IV,8,5.1.70,EARL OF WORCESTER,"By unkind usage, dangerous countenance,","By unkind usage, dangerous countenance,",unkind,unkind,6
2708,Henry IV,8,5.1.70,EARL OF WORCESTER,"By unkind usage, dangerous countenance,","By unkind usage, dangerous countenance,",usage,usage,5
2709,Henry IV,8,5.1.71,EARL OF WORCESTER,And violation of all faith and troth,And violation of all faith and troth,violation,violation,9
2711,Henry IV,9,5.1.73,KING HENRY IV,"These things indeed you have articulate,","These things indeed you have articulate,",articulate,articulate,10
2712,Henry IV,9,5.1.74,KING HENRY IV,"Proclaim'd at market-crosses, read in churches,","Proclaim'd at market-crosses, read in churches,",market,market,6
2712,Henry IV,9,5.1.74,KING HENRY IV,"Proclaim'd at market-crosses, read in churches,","Proclaim'd at market-crosses, read in churches,",crosse,crosse,6
2715,Henry IV,9,5.1.77,KING HENRY IV,"Of fickle changelings and poor discontents,","Of fickle changelings and poor discontents,",fickle,fickle,6
2715,Henry IV,9,5.1.77,KING HENRY IV,"Of fickle changelings and poor discontents,","Of fickle changelings and poor discontents,",changeling,changeling,10
2716,Henry IV,9,5.1.78,KING HENRY IV,Which gape and rub the elbow at the news,Which gape and rub the elbow at the news,gape,gape,4
2716,Henry IV,9,5.1.78,KING HENRY IV,Which gape and rub the elbow at the news,Which gape and rub the elbow at the news,rub,rub,3
2716,Henry IV,9,5.1.78,KING HENRY IV,Which gape and rub the elbow at the news,Which gape and rub the elbow at the news,elbow,elbow,5
2717,Henry IV,9,5.1.79,KING HENRY IV,Of hurlyburly innovation:,Of hurlyburly innovation:,hurlyburly,hurlyburly,10
2717,Henry IV,9,5.1.79,KING HENRY IV,Of hurlyburly innovation:,Of hurlyburly innovation:,innovation,innovation,10
2718,Henry IV,9,5.1.80,KING HENRY IV,And never yet did insurrection want,And never yet did insurrection want,insurrection,insurrection,12
2719,Henry IV,9,5.1.81,KING HENRY IV,"Such water-colours to impaint his cause,","Such water-colours to impaint his cause,",impaint,impaint,7
2720,Henry IV,9,5.1.82,KING HENRY IV,"Nor moody beggars, starving for a time","Nor moody beggars, starving for a time",beggar,beggar,6
2721,Henry IV,9,5.1.83,KING HENRY IV,Of pellmell havoc and confusion.,Of pellmell havoc and confusion.,pellmell,pellmell,8
2721,Henry IV,9,5.1.83,KING HENRY IV,Of pellmell havoc and confusion.,Of pellmell havoc and confusion.,havoc,havoc,5
2721,Henry IV,9,5.1.83,KING HENRY IV,Of pellmell havoc and confusion.,Of pellmell havoc and confusion.,confusion,confusion,9
2722,Henry IV,10,5.1.84,PRINCE HENRY,In both your armies there is many a soul,In both your armies there is many a soul,army,army,4
2723,Henry IV,10,5.1.85,PRINCE HENRY,"Shall pay full dearly for this encounter,","Shall pay full dearly for this encounter,",dearly,dearly,6
2729,Henry IV,10,5.1.91,PRINCE HENRY,"More active-valiant or more valiant-young,","More active-valiant or more valiant-young,",active,active,6
2733,Henry IV,10,5.1.95,PRINCE HENRY,"I have a truant been to chivalry,","I have a truant been to chivalry,",chivalry,chivalry,8
2739,Henry IV,10,5.1.101,PRINCE HENRY,Try fortune with him in a single fight.,Try fortune with him in a single fight.,try,try,3
2740,Henry IV,11,5.1.102,KING HENRY IV,"And, Prince of Wales, so dare we venture thee,","And, Prince of Wales, so dare we venture thee,",venture,venture,7
2741,Henry IV,11,5.1.103,KING HENRY IV,Albeit considerations infinite,Albeit considerations infinite,consideration,consideration,13
2741,Henry IV,11,5.1.103,KING HENRY IV,Albeit considerations infinite,Albeit considerations infinite,infinite,infinite,8
2749,Henry IV,11,5.1.111,KING HENRY IV,"What he will do: but if he will not yield,","What he will do: but if he will not yield,",yield,yield,5
2750,Henry IV,11,5.1.112,KING HENRY IV,Rebuke and dread correction wait on us,Rebuke and dread correction wait on us,rebuke,rebuke,6
2750,Henry IV,11,5.1.112,KING HENRY IV,Rebuke and dread correction wait on us,Rebuke and dread correction wait on us,dread,dread,5
2750,Henry IV,11,5.1.112,KING HENRY IV,Rebuke and dread correction wait on us,Rebuke and dread correction wait on us,correction,correction,10
2752,Henry IV,11,5.1.114,KING HENRY IV,We will not now be troubled with reply:,We will not now be troubled with reply:,troubled,troubled,8
2752,Henry IV,11,5.1.114,KING HENRY IV,We will not now be troubled with reply:,We will not now be troubled with reply:,reply,reply,5
2753,Henry IV,11,5.1.115,KING HENRY IV,"We offer fair, take it advisedly.","We offer fair, take it advisedly.",advisedly,advisedly,9
2757,Henry IV,12,5.1.118,PRINCE HENRY,Are confident against the world in arms.,Are confident against the world in arms.,confident,confident,9
2758,Henry IV,13,5.1.119,KING HENRY IV,"Hence, therefore, every leader to his charge,","Hence, therefore, every leader to his charge,",leader,leader,6
2760,Henry IV,13,5.1.121,KING HENRY IV,"And God befriend us, as our cause is just!","And God befriend us, as our cause is just!",befriend,befriend,8
2762,Henry IV,14,5.1.122,FALSTAFF,"Hal, if thou see me down in the battle and bestride","Hal, if thou see me down in the battle and bestride",bestride,bestride,8
2763,Henry IV,14,5.1.123,FALSTAFF,"me, so, 'tis a point of friendship.","me, so, 'tis a point of friendship.",friendship,friendship,10
2764,Henry IV,15,5.1.124,PRINCE HENRY,Nothing but a colossus can do thee that friendship.,Nothing but a colossus can do thee that friendship.,colossus,colossus,8
2765,Henry IV,15,5.1.125,PRINCE HENRY,"Say thy prayers, and farewell.","Say thy prayers, and farewell.",prayer,prayer,6
2769,Henry IV,18,5.1.128,FALSTAFF,"'Tis not due yet, I would be loath to pay him before","'Tis not due yet, I would be loath to pay him before",loath,loath,5
2771,Henry IV,18,5.1.130,FALSTAFF,"calls not on me? Well, 'tis no matter, honour pricks","calls not on me? Well, 'tis no matter, honour pricks",prick,prick,5
2775,Henry IV,18,5.1.134,FALSTAFF,"Honour hath no skill in surgery, then? no. What is","Honour hath no skill in surgery, then? no. What is",surgery,surgery,7
2779,Henry IV,18,5.1.138,FALSTAFF,"Doth he hear it? no. 'Tis insensible, then. Yea,","Doth he hear it? no. 'Tis insensible, then. Yea,",insensible,insensible,10
2780,Henry IV,18,5.1.139,FALSTAFF,to the dead. But will it not live with the living?,to the dead. But will it not live with the living?,living,living,6
